vendor_payment_id,business_id,vendor_name,payment_amount,due_date,payment_date,delay_days,criticality_level,vendor_category,payment_status
2346,16,Bhakta Ltd,449863.2,2024-07-04,2024-07-14,10,critical,internet,paid
2347,20,"Hegde, Grover and Golla",730416.96,2026-02-02,,52,medium,logistics,overdue
2348,33,"Chadha, Viswanathan and Mahal",764681.91,2025-02-23,,0,high,software,pending
2349,23,"Butala, Chand and Seshadri",809500.27,2025-11-26,2025-11-26,0,critical,software,paid
2350,49,Verma-Wadhwa,904076.13,2025-09-29,,0,critical,packaging,pending
2351,30,"Bal, Krishnamurthy and Prasad",43523.6,2025-03-10,,0,high,machinery,pending
2352,34,"Mital, Ramanathan and Shetty",584651.67,2025-02-26,2025-03-30,32,low,software,paid
2353,4,Shah Group,773509.89,2025-05-12,,0,low,packaging,pending
2354,25,Palan Inc,423535.04,2025-01-16,,44,medium,internet,overdue
2355,13,Kata Inc,356046.38,2026-01-05,,32,high,raw materials,overdue
2356,48,Gade-Mangal,715859.73,2024-08-10,,0,low,maintenance,pending
2357,11,"Bahri, Lalla and Chacko",704648.19,2026-03-17,,15,critical,electricity,overdue
2358,43,"Chaudhari, Sankar and Prashad",722187.68,2025-01-18,,0,critical,internet,pending
2359,42,Bhargava LLC,17519.07,2024-04-30,,46,medium,software,overdue
2360,34,"Aggarwal, Sawhney and Sundaram",738441.83,2025-03-04,,0,medium,maintenance,pending
2361,23,Halder-Bakshi,981853.38,2025-12-31,,0,low,software,pending
2362,6,Vohra and Sons,65399.11,2026-03-09,2026-03-07,0,high,packaging,paid
2363,28,Raghavan Ltd,835707.77,2025-01-16,,0,high,software,pending
2364,22,Lala Inc,17085.75,2024-12-23,,39,low,internet,overdue
2365,16,Ahluwalia and Sons,838823.54,2024-07-04,2024-08-02,29,high,machinery,paid
2366,7,Kakar-Bala,567516.62,2024-05-27,2024-05-24,0,low,packaging,paid
2367,44,"Thaman, Subramanian and Chand",266127.3,2025-08-17,2025-10-05,49,critical,internet,paid
2368,44,Sane and Sons,254203.41,2025-05-05,,0,critical,software,pending
2369,13,"Goswami, Kaur and Sridhar",798498.45,2025-02-28,,8,low,software,overdue
2370,44,Kara-Dhar,321112.98,2026-03-13,2026-04-20,38,high,electricity,paid
2371,33,"Subramanian, Rastogi and Radhakrishnan",756643.49,2026-01-02,,34,medium,maintenance,overdue
2372,8,Mahajan-Sane,538736.78,2025-05-26,,3,high,maintenance,overdue
2373,14,"Chana, Sami and Shenoy",80802.1,2025-02-09,,54,medium,maintenance,overdue
2374,32,Viswanathan-Khalsa,293847.5,2024-08-29,,54,critical,logistics,overdue
2375,47,Nigam-Wagle,363647.59,2024-10-04,2024-09-30,0,high,electricity,paid
2376,31,Murty Group,473500.63,2025-11-07,2025-11-12,5,critical,internet,paid
2377,28,"Tara, Bail and Bhasin",284779.62,2024-07-09,2024-07-08,0,low,raw materials,paid
2378,23,Goswami and Sons,926646.72,2024-09-16,,0,high,packaging,pending
2379,50,Bhargava-Khosla,744223.38,2025-04-16,2025-04-13,0,low,maintenance,paid
2380,39,Dada-Bhatia,832726.68,2025-07-05,2025-07-20,15,medium,logistics,paid
2381,36,"Sampath, Dewan and Mangal",184354.98,2024-07-27,2024-07-24,0,medium,raw materials,paid
2382,6,Gera-Banerjee,477777.74,2024-08-16,2024-08-11,0,medium,logistics,paid
2383,17,Amble Ltd,742051.8,2025-06-26,2025-06-24,0,high,internet,paid
2384,36,"Chander, Dar and Sen",421584.5,2024-09-20,2024-09-23,3,high,raw materials,paid
2385,47,Yadav Inc,338764.28,2025-05-31,2025-05-26,0,low,packaging,paid
2386,32,Om PLC,356805.32,2024-06-20,,37,critical,machinery,overdue
2387,38,Krishnan Ltd,538741.97,2025-09-23,,0,low,raw materials,pending
2388,41,Mitter PLC,441973.24,2025-12-09,2025-12-07,0,critical,maintenance,paid
2389,27,"Grover, Nagar and Pant",972604.37,2026-02-18,2026-03-01,11,high,logistics,paid
2390,3,Om-Oommen,104450.35,2025-05-23,,32,critical,logistics,overdue
2391,20,"Sarraf, Dutta and Ramakrishnan",970590.75,2024-10-01,,50,critical,raw materials,overdue
2392,36,"Saha, Pall and Hari",590948.16,2024-07-02,2024-06-28,0,low,machinery,paid
2393,23,Yogi-Rao,756420.03,2025-12-09,2025-12-08,0,medium,packaging,paid
2394,41,Joshi LLC,173520.5,2026-03-25,,0,medium,logistics,pending
2395,32,Kalita Ltd,211642.87,2025-12-26,,0,low,logistics,pending
2396,45,Ratta and Sons,526433.9,2025-11-26,,37,medium,logistics,overdue
2397,32,Krishna-Sawhney,966539.44,2025-11-14,,0,high,internet,pending
2398,41,"Salvi, Menon and Dugar",499644.41,2024-05-09,2024-05-08,0,low,electricity,paid
2399,15,"Goyal, Sen and Barad",475568.06,2024-08-19,,0,high,machinery,pending
2400,33,Thakur-Sandhu,227746.79,2025-03-12,,18,low,packaging,overdue
2401,2,Gera-Badal,501459.73,2025-06-25,,42,critical,raw materials,overdue
2402,9,Boase LLC,824169.26,2025-09-25,2025-09-25,0,critical,maintenance,paid
2403,11,"Kata, Sahni and Raman",561784.65,2025-05-04,2025-05-24,20,high,electricity,paid
2404,12,Chakrabarti-Mand,737104.14,2025-02-15,,0,critical,internet,pending
2405,36,"Barad, Gandhi and Gole",232560.09,2024-11-18,,0,high,packaging,pending
2406,4,"Mody, Salvi and Bala",254149.89,2025-10-11,,0,critical,electricity,pending
2407,24,Sachdev Inc,367474.4,2024-11-17,2024-11-14,0,high,logistics,paid
2408,24,"Doshi, Bath and Gupta",492239.16,2026-02-09,2026-02-06,0,critical,logistics,paid
2409,45,Goyal-Roy,932116.83,2024-10-30,,24,medium,logistics,overdue
2410,43,Manne Group,818672.09,2024-12-19,,18,critical,maintenance,overdue
2411,18,"Seshadri, Randhawa and Munshi",568738.92,2025-07-30,,0,high,maintenance,pending
2412,18,Yogi-Saran,821918.03,2025-09-04,,45,medium,packaging,overdue
2413,14,Salvi-Jha,768011.47,2025-04-03,2025-03-30,0,low,raw materials,paid
2414,32,Bhagat and Sons,592371.01,2025-02-01,,0,critical,electricity,pending
2415,20,Lall and Sons,453502.87,2026-02-28,,0,critical,machinery,pending
2416,29,Kuruvilla LLC,964665.11,2024-09-12,2024-09-21,9,critical,raw materials,paid
2417,3,Arora-Bawa,281009.25,2024-12-10,2025-01-28,49,low,software,paid
2418,22,Thaman Group,798873.16,2025-05-22,,21,low,electricity,overdue
2419,3,Gandhi Inc,901224.32,2025-02-19,2025-04-17,57,critical,machinery,paid
2420,3,Ganguly-Doctor,242076.83,2024-11-01,,0,high,packaging,pending
2421,7,"Rout, Chawla and Sunder",109880.32,2026-03-27,2026-03-23,0,medium,internet,paid
2422,40,Lata and Sons,97193.37,2026-03-09,2026-03-09,0,medium,raw materials,paid
2423,33,Bava-Thakkar,315935.01,2024-10-04,2024-11-27,54,medium,electricity,paid
2424,15,Parmar-Gola,415262.98,2025-12-16,2025-12-15,0,low,software,paid
2425,40,Deshmukh-Bansal,466495.23,2025-12-31,2025-12-26,0,critical,logistics,paid
2426,14,Comar Group,461467.41,2025-08-24,,5,low,electricity,overdue
2427,16,"Basak, Parmer and Warrior",248025.2,2025-10-21,2025-12-17,57,low,maintenance,paid
2428,44,Dhawan-Sagar,906048.16,2024-08-14,,0,medium,machinery,pending
2429,14,"Oommen, Salvi and Raghavan",247724.63,2024-09-22,,44,low,logistics,overdue
2430,29,Jaggi LLC,722118.29,2025-01-29,,47,low,packaging,overdue
2431,20,Narang-Dey,903983.15,2025-09-10,,56,critical,machinery,overdue
2432,35,"Bedi, Palla and Boase",840171.75,2025-01-20,,44,critical,raw materials,overdue
2433,12,Dar PLC,996480.02,2024-12-20,2025-01-04,15,critical,electricity,paid
2434,30,Manda LLC,162799.04,2025-07-20,,0,critical,packaging,pending
2435,15,Sunder LLC,456121.98,2024-10-17,2024-10-14,0,critical,logistics,paid
2436,2,Konda-Shan,47263.07,2025-08-18,2025-08-13,0,medium,packaging,paid
2437,47,Khurana Inc,749470.12,2026-01-22,,0,medium,software,pending
2438,11,Handa Ltd,914767.93,2024-04-20,2024-05-03,13,medium,electricity,paid
2439,48,Cheema-Malhotra,224729.99,2025-07-04,,0,low,raw materials,pending
2440,9,Chandra-Soni,562095.17,2026-04-08,2026-04-04,0,high,electricity,paid
2441,18,"Chad, Narula and Sagar",65261.6,2025-12-14,,11,low,packaging,overdue
2442,36,Sarna and Sons,841352.68,2024-04-28,2024-04-25,0,high,packaging,paid
2443,50,"Vohra, Dugar and Dhingra",467676.65,2024-11-12,2024-11-08,0,low,maintenance,paid
2444,36,"Sarma, Narayan and Mann",204625.93,2024-07-06,2024-07-04,0,low,logistics,paid
2445,16,"Misra, Goda and Grover",778760.04,2025-01-15,,0,medium,maintenance,pending
2446,43,"Nagi, Dugar and Bajwa",581154.21,2024-11-17,2024-11-16,0,low,electricity,paid
2447,16,Tailor-Saraf,507407.47,2025-01-14,2025-02-19,36,critical,maintenance,paid
2448,31,"Suresh, Sen and Murthy",336961.44,2026-02-15,,0,high,raw materials,pending
2449,27,Din-Memon,917462.15,2024-06-03,2024-07-11,38,low,internet,paid
2450,21,"Keer, Bhagat and Zacharia",268499.39,2025-01-24,,53,high,raw materials,overdue
2451,14,Bali-Goel,457498.17,2024-10-04,,0,critical,logistics,pending
2452,15,Sinha Group,346892.52,2025-08-21,,0,low,logistics,pending
2453,33,Nazareth Ltd,132133.52,2025-09-08,,47,medium,machinery,overdue
2454,18,Kulkarni-Mand,928008.62,2025-11-05,,0,critical,internet,pending
2455,32,"Kala, Bajwa and Morar",184167.91,2025-10-02,2025-09-29,0,medium,electricity,paid
2456,10,Date Group,942550.12,2025-06-29,2025-06-25,0,low,electricity,paid
2457,8,Bir-Misra,317633.47,2024-09-21,2024-09-19,0,high,electricity,paid
2458,16,Acharya PLC,976276.44,2026-02-28,2026-04-23,54,medium,packaging,paid
2459,6,Srivastava and Sons,746699.85,2025-12-09,,0,medium,machinery,pending
2460,29,"Wali, Memon and Yadav",909291.56,2025-11-21,2025-11-21,0,critical,raw materials,paid
2461,12,Rastogi-Jha,566387.83,2025-06-13,,0,low,software,pending
2462,14,Narayanan-Goyal,77952.85,2026-01-31,,17,critical,raw materials,overdue
2463,22,"Rau, Kant and Sahni",694650.91,2025-09-14,2025-09-09,0,high,maintenance,paid
2464,19,Mukherjee-Kothari,343969.67,2024-12-29,,33,high,machinery,overdue
2465,36,"Kata, Balan and Tailor",916933.28,2024-10-01,2024-10-05,4,medium,raw materials,paid
2466,30,Bera-Vasa,506550.97,2025-06-12,,27,medium,software,overdue
2467,40,"Thakur, Taneja and Agrawal",872691.45,2025-03-16,,31,low,logistics,overdue
2468,48,"Bir, Pandit and Bassi",190818.9,2024-09-25,2024-09-29,4,medium,maintenance,paid
2469,17,Tailor Group,367384.89,2025-06-23,,0,critical,machinery,pending
2470,32,Dewan Ltd,941761.27,2025-08-09,,8,critical,packaging,overdue
2471,17,"Johal, Khatri and Puri",412456.93,2025-11-19,2025-11-17,0,critical,internet,paid
2472,44,Taneja LLC,334935.21,2026-01-22,,17,low,internet,overdue
2473,3,Maharaj Inc,940693.27,2025-07-27,,0,medium,maintenance,pending
2474,42,Talwar-Dash,660071.26,2024-04-27,,0,high,machinery,pending
2475,11,Pau LLC,152972.62,2025-01-29,,18,high,logistics,overdue
2476,29,Bera Group,501924.65,2024-07-21,2024-07-16,0,medium,software,paid
2477,4,"Zachariah, Savant and Mitter",613225.0,2024-04-21,,40,critical,raw materials,overdue
2478,33,"Hegde, Mangal and Datta",954887.61,2025-11-10,,0,high,machinery,pending
2479,35,Muni Group,367722.68,2025-01-18,,0,critical,packaging,pending
2480,24,Dave Group,744001.13,2025-07-07,2025-07-05,0,high,raw materials,paid
2481,28,Bhardwaj and Sons,443943.31,2026-02-25,,0,critical,raw materials,pending
2482,33,"Rout, Sarin and Barad",806265.43,2025-10-12,2025-10-31,19,high,maintenance,paid
2483,5,"Sarin, Divan and Raman",387901.07,2024-08-15,,0,critical,software,pending
2484,13,Jain-Ghosh,353458.32,2024-08-19,,25,low,internet,overdue
2485,35,"Tella, Dada and Chaudhry",325970.12,2025-04-20,,40,high,electricity,overdue
2486,19,"Deo, Halder and Reddy",749580.67,2025-10-27,,2,critical,internet,overdue
2487,3,Narang-Srivastava,765736.72,2025-02-18,,0,low,machinery,pending
2488,9,Saran Ltd,990961.91,2024-07-15,,44,low,software,overdue
2489,35,Sen Ltd,735958.95,2025-07-07,,37,low,internet,overdue
2490,7,"Bahl, Natarajan and Shan",141397.09,2024-12-02,,58,low,maintenance,overdue
2491,8,"Saini, Halder and Parmer",628938.49,2025-12-16,,46,low,internet,overdue
2492,50,Tank-Kumar,989749.94,2026-02-18,,33,medium,logistics,overdue
2493,5,Joshi Inc,191230.99,2024-10-21,,50,low,internet,overdue
2494,8,Gole-Saraf,805091.39,2024-10-28,,41,critical,electricity,overdue
2495,9,Sridhar-Kade,616553.93,2024-08-28,,29,low,logistics,overdue
2496,44,Venkatesh-Dar,364787.84,2025-06-19,2025-08-11,53,critical,machinery,paid
2497,35,Khare-Tella,266402.14,2026-01-18,2026-01-16,0,high,electricity,paid
2498,7,"D’Alia, Patla and Wason",952106.53,2024-08-02,2024-08-14,12,medium,electricity,paid
2499,38,"Tiwari, Gaba and Biswas",348333.55,2025-11-10,,15,low,raw materials,overdue
2500,32,Dave-Acharya,302608.03,2025-05-25,,48,low,electricity,overdue
2501,45,Saini Inc,727980.95,2024-07-30,2024-08-06,7,low,packaging,paid
2502,23,"Aggarwal, Mani and Sura",940014.03,2025-09-17,,0,critical,machinery,pending
2503,7,Sridhar-Gopal,498032.15,2025-01-27,2025-02-08,12,critical,raw materials,paid
2504,48,"Doctor, Rege and Bath",774327.77,2024-07-07,,0,critical,packaging,pending
2505,29,Khurana and Sons,256389.15,2025-05-26,2025-05-22,0,high,software,paid
2506,16,"Devan, Bera and Chawla",760422.18,2025-02-16,2025-04-15,58,high,logistics,paid
2507,17,"Agrawal, Agrawal and Yogi",502461.58,2026-01-22,,0,high,machinery,pending
2508,9,Sangha LLC,43719.78,2025-09-07,2025-09-04,0,medium,machinery,paid
2509,20,"Bumb, Sabharwal and Sur",619912.92,2025-01-06,2025-01-05,0,critical,internet,paid
2510,6,"Dara, Sarma and Dugar",887914.96,2025-05-20,,3,critical,internet,overdue
2511,45,Jani Inc,95458.49,2026-03-23,2026-03-20,0,high,machinery,paid
2512,20,Subramanian-Patel,101147.49,2024-12-16,2024-12-25,9,critical,electricity,paid
2513,19,Mishra Group,192120.46,2025-10-16,,46,medium,internet,overdue
2514,12,"Sengupta, Vala and Goswami",661323.27,2025-10-01,2025-10-05,4,high,raw materials,paid
2515,37,Lal-Lanka,678542.33,2025-11-17,,48,medium,raw materials,overdue
2516,4,Varkey Ltd,103657.68,2025-07-29,,15,high,electricity,overdue
2517,36,"Rau, Ranganathan and Ahluwalia",960884.06,2025-06-05,2025-06-01,0,low,software,paid
2518,42,Mall and Sons,120104.34,2026-02-14,,0,critical,maintenance,pending
2519,20,Mistry Inc,715931.88,2024-06-05,,21,critical,packaging,overdue
2520,35,Ramachandran PLC,810013.01,2024-08-26,2024-08-23,0,high,raw materials,paid
2521,12,Bajaj and Sons,803202.74,2025-05-29,,4,high,electricity,overdue
2522,27,Mander LLC,830147.9,2025-06-17,,0,high,raw materials,pending
2523,9,Pandey Inc,435511.3,2025-03-16,2025-03-15,0,low,packaging,paid
2524,45,Barad-Seshadri,871327.68,2024-12-11,,34,high,maintenance,overdue
2525,2,Madan-Pall,178182.47,2024-07-14,,0,medium,electricity,pending
2526,39,Morar-Bhattacharyya,744722.09,2025-06-23,2025-06-23,0,low,internet,paid
2527,39,Hari-Joshi,920472.29,2025-09-05,2025-09-20,15,critical,internet,paid
2528,22,Gole-Ramachandran,755764.78,2025-05-08,2025-05-05,0,high,logistics,paid
2529,44,Mallick PLC,997528.61,2024-08-06,,40,high,software,overdue
2530,43,Deo-Barad,491472.16,2024-09-04,2024-09-03,0,medium,electricity,paid
2531,28,"Kulkarni, Nazareth and Kale",251583.0,2025-09-05,,34,low,electricity,overdue
2532,31,Luthra-Subramanian,525792.17,2025-10-02,2025-09-28,0,critical,logistics,paid
2533,33,Rattan and Sons,370181.65,2025-09-11,2025-09-30,19,medium,internet,paid
2534,12,Mitra Inc,834982.1,2026-03-14,,49,medium,maintenance,overdue
2535,14,"Edwin, Dayal and Nagi",235054.51,2025-08-04,,32,critical,internet,overdue
2536,12,Mangal-Mishra,26787.79,2025-02-05,2025-02-05,0,critical,packaging,paid
2537,31,Dora-Atwal,101038.93,2025-10-01,,0,critical,electricity,pending
2538,11,Narasimhan-Nagy,42986.79,2025-03-28,,0,low,packaging,pending
2539,17,Vohra and Sons,374756.07,2025-10-26,,25,low,machinery,overdue
2540,18,"Din, Gala and Rai",461587.67,2025-08-31,,0,low,electricity,pending
2541,19,"Gupta, Bali and Vohra",616080.92,2025-11-13,2025-11-12,0,low,logistics,paid
2542,26,"Brahmbhatt, Bava and Goda",768975.73,2025-06-14,2025-06-23,9,low,logistics,paid
2543,45,Garde-Madan,115645.31,2025-03-31,,0,low,packaging,pending
2544,16,Mody-Chand,493520.59,2025-09-04,,48,low,internet,overdue
2545,3,"Hayer, Natarajan and Pall",692824.95,2025-01-15,2025-02-11,27,medium,internet,paid
2546,32,"Dixit, Bansal and Kant",351979.35,2025-11-09,2025-11-06,0,critical,maintenance,paid
2547,1,Wable Ltd,888850.77,2025-08-29,,0,high,maintenance,pending
2548,4,Prasad LLC,445336.91,2024-07-21,2024-07-18,0,critical,maintenance,paid
2549,32,"Luthra, Cheema and Mukherjee",246131.02,2024-10-01,2024-09-29,0,critical,machinery,paid
2550,31,"Chopra, Gara and Varghese",706864.05,2024-04-19,,0,high,internet,pending
2551,23,Shah-Rau,181914.5,2025-06-24,2025-06-20,0,low,packaging,paid
2552,46,Gaba Ltd,169575.68,2025-05-01,,38,low,internet,overdue
2553,23,Dey LLC,956961.04,2025-04-28,2025-04-24,0,critical,packaging,paid
2554,44,Hegde-Khurana,278578.0,2024-06-27,,39,low,raw materials,overdue
2555,33,"Patil, De and Varughese",39491.67,2024-10-06,,46,critical,maintenance,overdue
2556,34,"Minhas, Nath and Prabhakar",467810.45,2024-10-12,,0,low,packaging,pending
2557,42,"Mitter, Basak and Menon",323368.09,2024-07-04,,0,critical,internet,pending
2558,20,Prabhu LLC,154025.05,2024-10-12,2024-10-08,0,high,machinery,paid
2559,38,"Desai, Rao and Thakur",904128.82,2025-07-20,,0,low,electricity,pending
2560,18,"Khare, Sani and Mitter",310289.1,2025-08-06,,26,critical,software,overdue
2561,41,"Chand, Mitter and Prashad",605398.11,2025-09-25,2025-09-21,0,medium,maintenance,paid
2562,31,Ganesh Ltd,144291.67,2024-05-14,,0,medium,software,pending
2563,13,"Majumdar, Tara and Ramakrishnan",136985.23,2025-09-18,,14,critical,machinery,overdue
2564,38,Ramakrishnan-Gupta,987911.41,2026-04-09,2026-04-26,17,critical,packaging,paid
2565,17,"Krishnan, Ganesan and Ganesh",747143.13,2025-10-18,,0,low,machinery,pending
2566,21,Patel and Sons,954726.07,2024-04-27,,51,high,packaging,overdue
2567,17,Venkataraman Inc,449575.94,2025-09-01,,0,medium,logistics,pending
2568,30,Atwal-Sarna,702763.01,2025-12-20,2026-01-05,16,high,maintenance,paid
2569,30,Guha PLC,942428.08,2025-09-25,2025-10-10,15,medium,internet,paid
2570,44,Ganesan-Koshy,822945.6,2024-09-26,,0,medium,electricity,pending
2571,1,Sura-Dubey,384571.41,2026-02-21,,5,high,software,overdue
2572,19,Vasa-Krishnan,582623.61,2024-08-21,,0,low,raw materials,pending
2573,9,"Barad, Choudhury and Sibal",442995.38,2026-02-07,,60,critical,software,overdue
2574,21,Baria PLC,936179.69,2025-09-24,2025-09-20,0,low,maintenance,paid
2575,15,Prakash-Ranganathan,381928.02,2025-03-02,2025-03-14,12,critical,logistics,paid
2576,19,Majumdar and Sons,233684.6,2025-05-28,,25,critical,internet,overdue
2577,1,"Samra, Parikh and Mohan",80452.22,2025-04-14,,45,high,software,overdue
2578,45,Devi Inc,875256.56,2025-05-25,,0,critical,logistics,pending
2579,10,Bir-Chaudry,895025.25,2025-11-01,,0,critical,packaging,pending
2580,19,Dar LLC,937077.57,2025-08-17,2025-08-18,1,medium,software,paid
2581,33,Dhar-Natt,102458.5,2024-06-26,,2,critical,software,overdue
2582,37,"Amble, Dewan and Chacko",355470.02,2025-01-07,,0,low,packaging,pending
2583,33,Magar-Bhatnagar,948486.52,2024-11-16,2024-12-26,40,critical,electricity,paid
2584,15,Nazareth-Dugar,673012.13,2026-01-30,,17,high,logistics,overdue
2585,35,Gandhi Group,527525.87,2024-08-16,,39,high,machinery,overdue
2586,43,"Bawa, Dayal and Malhotra",306053.2,2025-03-09,2025-03-06,0,low,maintenance,paid
2587,40,"Tak, Balakrishnan and Shan",396735.63,2024-07-19,,0,low,internet,pending
2588,27,Badami Ltd,281490.67,2025-03-29,2025-04-11,13,critical,electricity,paid
2589,31,Prakash LLC,833340.52,2025-03-27,2025-03-24,0,high,electricity,paid
2590,13,Balasubramanian-Mandal,442910.87,2025-06-25,,0,critical,software,pending
2591,17,Chakrabarti-Butala,463907.21,2024-04-15,2024-04-15,0,low,raw materials,paid
2592,5,Anne Inc,689282.1,2025-03-27,2025-03-24,0,critical,internet,paid
2593,17,Buch LLC,512362.59,2026-01-26,,37,critical,machinery,overdue
2594,44,"Lanka, Bora and Viswanathan",801963.26,2024-10-31,2024-12-15,45,critical,software,paid
2595,35,Jain Inc,378489.47,2024-11-18,,32,high,internet,overdue
2596,18,"Batta, Dora and Karan",384361.4,2024-11-03,,16,high,internet,overdue
2597,50,Gopal PLC,958894.9,2025-05-16,,43,medium,maintenance,overdue
2598,40,Tak Group,681300.95,2026-02-16,,0,low,electricity,pending
2599,31,"Hegde, Jayaraman and Bora",352406.12,2024-04-26,2024-04-26,0,high,machinery,paid
2600,22,"Gera, Joshi and Bains",502731.38,2025-07-02,2025-07-09,7,critical,raw materials,paid
2601,25,Kakar LLC,301305.06,2024-08-23,2024-08-29,6,critical,logistics,paid
2602,2,"Radhakrishnan, Verma and Chaudhary",874210.67,2025-07-26,,28,medium,software,overdue
2603,24,Barman-Hora,49795.46,2025-09-22,2025-09-18,0,critical,software,paid
2604,19,Krishnamurthy Group,65524.93,2024-10-30,,19,high,logistics,overdue
2605,23,Raval Ltd,768181.55,2024-09-23,,0,medium,internet,pending
2606,17,Hans-Kulkarni,638849.43,2025-11-25,2025-11-22,0,low,maintenance,paid
2607,24,Sridhar-Pradhan,266346.95,2024-11-24,2024-11-24,0,high,raw materials,paid
2608,10,Gandhi LLC,300179.82,2024-10-15,,51,high,logistics,overdue
2609,19,"Dar, Mangal and Jain",428189.7,2025-03-20,,0,low,software,pending
2610,30,Ramakrishnan-Patla,377734.47,2024-09-10,2024-10-12,32,medium,machinery,paid
2611,41,Sandhu Inc,493873.74,2025-01-10,2025-01-06,0,critical,electricity,paid
2612,33,"Nigam, Nath and Goyal",792517.63,2024-11-11,,55,medium,maintenance,overdue
2613,28,Sangha-Goswami,394341.03,2024-05-01,,60,medium,packaging,overdue
2614,36,Oza-Kannan,675491.12,2025-03-16,,0,high,machinery,pending
2615,41,"Bansal, Shankar and Ratta",465035.81,2025-10-16,,0,high,electricity,pending
2616,18,"Kale, Dar and Bose",643542.5,2025-12-01,2025-11-26,0,high,packaging,paid
2617,48,"Rege, Minhas and Bhatia",422506.62,2024-08-14,,41,high,electricity,overdue
2618,2,Madan-Edwin,403281.15,2024-12-15,,39,critical,machinery,overdue
2619,3,"Iyer, Kalita and Cheema",654847.77,2026-02-21,,60,medium,internet,overdue
2620,11,Pandey Group,263058.99,2025-03-23,,0,critical,internet,pending
2621,27,Khare Inc,754909.42,2024-12-30,,1,critical,logistics,overdue
2622,44,Chana Ltd,483922.86,2024-07-01,,0,medium,internet,pending
2623,24,Prabhu-Nagar,14384.01,2024-05-06,,28,low,electricity,overdue
2624,35,Hora-Toor,31228.59,2024-06-19,,4,medium,raw materials,overdue
2625,9,"Pant, Prashad and Krishnamurthy",733904.49,2024-11-25,,0,medium,internet,pending
2626,5,Nigam-Issac,603081.5,2024-08-24,,0,low,software,pending
2627,10,Nori-Dayal,129851.93,2025-07-31,,43,critical,maintenance,overdue
2628,50,"Bail, Varty and Arora",296010.85,2024-06-02,,0,low,maintenance,pending
2629,30,Sodhi and Sons,428362.26,2024-04-26,2024-06-03,38,high,packaging,paid
2630,47,Ben-Prasad,96708.75,2025-09-18,,39,critical,software,overdue
2631,11,Balan-Murthy,955082.63,2025-11-24,2025-12-06,12,low,electricity,paid
2632,19,"Nagar, Jayaraman and Reddy",68000.41,2025-10-16,,5,high,electricity,overdue
2633,6,Dube Group,527950.51,2025-09-07,2025-09-06,0,low,maintenance,paid
2634,49,"Badal, Choudhury and Samra",756328.81,2025-07-10,,0,high,software,pending
2635,33,"Magar, Talwar and Keer",877306.53,2024-06-12,2024-07-26,44,low,internet,paid
2636,19,"Pall, Muni and Kunda",528661.39,2026-01-08,,0,high,software,pending
2637,7,Hegde and Sons,590773.14,2024-05-06,,0,low,packaging,pending
2638,3,"Kunda, Banerjee and Mital",738107.48,2025-08-22,2025-10-20,59,low,maintenance,paid
2639,25,Sethi-Char,150249.49,2025-01-10,,0,low,raw materials,pending
2640,44,Swamy-Ramanathan,204602.56,2024-05-28,,0,critical,machinery,pending
2641,45,Purohit-Lanka,472607.39,2024-04-10,,0,critical,internet,pending
2642,3,"Deshmukh, Gara and Bhatia",786827.94,2026-03-30,,9,medium,software,overdue
2643,34,"Nigam, Mand and Rout",180867.17,2024-04-28,,0,high,logistics,pending
2644,35,Gandhi PLC,938202.09,2025-12-20,,0,medium,logistics,pending
2645,32,Koshy Group,577101.07,2025-07-07,2025-07-04,0,high,software,paid
2646,6,Mane Ltd,157963.66,2025-11-26,2025-11-27,1,medium,electricity,paid
2647,31,Desai PLC,567350.96,2025-12-28,,18,critical,maintenance,overdue
2648,7,Dave-Sarin,379815.83,2025-10-02,,33,critical,electricity,overdue
2649,4,Devan Group,112748.64,2025-04-04,,48,high,raw materials,overdue
2650,49,"Sinha, Mitra and Deep",608084.0,2025-05-03,,57,high,maintenance,overdue
2651,21,Bora-Ratti,859982.14,2024-05-26,,0,medium,software,pending
2652,27,"Mittal, Babu and Rout",457081.76,2025-01-25,,0,low,packaging,pending
2653,15,"Yadav, Mistry and Kapur",417576.4,2025-06-07,,27,high,software,overdue
2654,48,Gola and Sons,827403.68,2025-01-15,2025-01-10,0,high,logistics,paid
2655,10,Bhasin PLC,959088.51,2025-07-31,2025-07-27,0,high,electricity,paid
2656,38,"Sangha, Kapadia and Thakkar",525044.24,2025-12-27,,37,low,machinery,overdue
2657,20,Cheema LLC,649050.29,2024-12-22,,52,high,software,overdue
2658,10,Agarwal-Bir,164242.56,2025-12-22,,59,critical,maintenance,overdue
2659,14,"Magar, Nadig and Venkataraman",38266.1,2025-08-03,,0,critical,internet,pending
2660,16,Agrawal-Bassi,444085.18,2024-06-19,,8,high,maintenance,overdue
2661,49,Krishna LLC,307299.57,2025-03-23,,0,critical,electricity,pending
2662,41,Devan-Bansal,730763.94,2024-04-12,,10,critical,software,overdue
2663,15,"Tripathi, Ben and Patil",32313.49,2025-07-07,,41,high,software,overdue
2664,5,Varughese Inc,5234.99,2024-05-23,2024-05-22,0,medium,raw materials,paid
2665,24,Saxena-Jhaveri,198721.35,2025-02-06,,26,high,software,overdue
2666,25,Puri-Khalsa,287102.55,2024-07-07,,43,medium,logistics,overdue
2667,2,Vyas-Srivastava,140095.13,2026-01-14,,6,critical,electricity,overdue
