invoice_id,business_id,customer_id,invoice_number,customer_name,invoice_amount,invoice_date,due_date,actual_payment_date,delay_days,invoice_status,customer_location,customer_type,payment_terms,customer_risk_score,invoice_category
8332,24,440,INV-18332,Sant Group,695884.84,2026-02-03,2026-03-05,,0,pending,Proddatur,distributor,Net 30,low,raw materials
8333,35,360,INV-18333,"Seth, Mannan and Gaba",430455.9,2025-06-26,2025-08-25,2025-07-27,0,paid,Jaipur,corporate,Net 60,medium,retail order
8334,32,35,INV-18334,"Bhattacharyya, Mani and Varghese",471531.58,2025-10-29,2025-12-13,,118,overdue,South Dumdum,local shop,Net 45,medium,wholesale order
8335,38,487,INV-18335,Chada PLC,547493.54,2025-05-31,2025-06-30,,0,pending,Varanasi,corporate,Net 30,medium,export order
8336,40,411,INV-18336,Dube-Banik,337541.08,2026-02-17,2026-04-03,2026-05-30,57,paid,Belgaum,wholesaler,Net 45,high,wholesale order
8337,19,242,INV-18337,Patla-Raj,623413.73,2025-11-03,2025-12-18,2025-11-08,0,paid,Mangalore,corporate,Net 45,medium,export order
8338,46,72,INV-18338,Patla-Rout,466668.54,2026-01-19,2026-02-03,,0,pending,Meerut,corporate,Net 15,low,export order
8339,26,366,INV-18339,Chatterjee-Dugal,119124.47,2026-03-09,2026-04-08,,2,overdue,Firozabad,retailer,Net 30,high,wholesale order
8340,46,332,INV-18340,"Rajan, Borah and Bakshi",443641.96,2025-12-15,2026-01-29,,71,overdue,Mathura,corporate,Net 45,low,wholesale order
8341,46,15,INV-18341,Brar Inc,848941.78,2025-10-14,2025-11-28,,0,pending,Baranagar,wholesaler,Net 45,low,retail order
8342,10,167,INV-18342,Pant-Shere,927489.58,2025-12-22,2026-02-20,2026-01-29,0,paid,Kota,local shop,Net 60,medium,retail order
8343,11,398,INV-18343,Gour-Nagi,548042.65,2025-08-25,2025-09-24,,0,pending,Bareilly,wholesaler,Net 30,high,raw materials
8344,18,439,INV-18344,Grewal-Kanda,740854.34,2025-10-28,2025-11-27,,134,overdue,Kanpur,distributor,Net 30,high,export order
8345,14,105,INV-18345,Murty-Nigam,531589.14,2025-12-06,2026-02-04,,65,overdue,Hubli–Dharwad,wholesaler,Net 60,low,wholesale order
8346,36,394,INV-18346,"De, Hegde and Rattan",949458.24,2025-11-07,2025-11-22,2025-12-16,24,paid,Sirsa,distributor,Net 15,medium,raw materials
8347,16,290,INV-18347,Patil-Vyas,571055.32,2025-12-12,2026-02-10,,0,pending,Salem,retailer,Net 60,low,wholesale order
8348,30,129,INV-18348,"Manne, Arya and Dhawan",759528.18,2026-02-12,2026-02-27,,42,overdue,Bidar,local shop,Net 15,low,raw materials
8349,6,388,INV-18349,"Chopra, Arora and Yohannan",278561.58,2025-11-13,2025-12-13,,0,pending,Warangal,local shop,Net 30,high,retail order
8350,18,356,INV-18350,"Om, Bal and Toor",436954.49,2025-05-06,2025-06-05,2025-05-16,0,paid,Allahabad,corporate,Net 30,medium,wholesale order
8351,19,277,INV-18351,Ratti-Bhalla,361765.5,2026-03-07,2026-04-06,2026-06-29,84,paid,Bhimavaram,corporate,Net 30,high,retail order
8352,43,27,INV-18352,Sarkar-Shan,284472.2,2025-09-25,2025-11-09,2026-01-03,55,paid,Miryalaguda,retailer,Net 45,high,retail order
8353,2,171,INV-18353,"Kara, Varughese and Babu",68644.94,2025-06-11,2025-06-26,,288,overdue,Jodhpur,distributor,Net 15,medium,wholesale order
8354,12,338,INV-18354,Hayer-Solanki,535474.17,2025-08-10,2025-09-09,,213,overdue,Giridih,distributor,Net 30,medium,wholesale order
8355,17,327,INV-18355,Konda LLC,856997.08,2025-12-19,2026-01-03,,97,overdue,Parbhani,retailer,Net 15,medium,wholesale order
8356,23,272,INV-18356,Vohra and Sons,856002.98,2026-02-11,2026-03-13,2026-03-16,3,paid,Kolhapur,wholesaler,Net 30,high,wholesale order
8357,3,372,INV-18357,Saxena-Sastry,302355.62,2025-05-23,2025-06-07,2025-06-24,17,paid,Arrah,retailer,Net 15,high,retail order
8358,19,433,INV-18358,Ratta and Sons,306256.24,2025-08-26,2025-10-10,2025-11-07,28,paid,Pudukkottai,local shop,Net 45,medium,raw materials
8359,32,138,INV-18359,Kalita-Chad,8644.62,2025-06-20,2025-08-04,,0,pending,Gulbarga,local shop,Net 45,high,wholesale order
8360,23,401,INV-18360,"Cheema, Cheema and Bhardwaj",312864.35,2025-12-02,2026-01-01,,99,overdue,Ichalkaranji,retailer,Net 30,medium,retail order
8361,18,478,INV-18361,"Dada, Palla and Bhalla",124476.69,2025-09-19,2025-10-04,,0,pending,Agra,distributor,Net 15,medium,wholesale order
8362,40,491,INV-18362,"Varughese, Bath and Maharaj",45294.48,2025-05-28,2025-07-27,,257,overdue,Ambarnath,distributor,Net 60,medium,export order
8363,49,14,INV-18363,"Krishna, Butala and Zacharia",384197.3,2025-07-10,2025-08-09,,244,overdue,Ongole,retailer,Net 30,high,retail order
8364,7,453,INV-18364,"Yohannan, Handa and Padmanabhan",162387.31,2025-10-25,2025-11-24,,137,overdue,Tenali,wholesaler,Net 30,high,raw materials
8365,7,15,INV-18365,Brar Inc,335537.93,2026-01-06,2026-02-05,,0,pending,Baranagar,wholesaler,Net 30,low,export order
8366,11,348,INV-18366,Loke LLC,32111.74,2026-04-06,2026-04-21,2026-04-07,0,paid,Raurkela Industrial Township,local shop,Net 15,medium,retail order
8367,49,419,INV-18367,"Char, Aurora and Sampath",352531.63,2025-05-29,2025-06-13,,0,pending,Vasai-Virar,corporate,Net 15,low,export order
8368,16,147,INV-18368,"Dugal, Guha and Goswami",625471.8,2025-10-04,2025-11-18,,0,pending,Eluru,retailer,Net 45,high,export order
8369,22,119,INV-18369,Joshi Ltd,374439.4,2025-05-07,2025-06-06,,308,overdue,Bidar,retailer,Net 30,low,export order
8370,27,188,INV-18370,"Ratta, Lal and Basak",159432.8,2026-02-01,2026-03-18,2026-03-09,0,paid,Kirari Suleman Nagar,distributor,Net 45,low,wholesale order
8371,5,135,INV-18371,"Ramakrishnan, Kalla and Batta",640321.63,2025-07-12,2025-08-26,,227,overdue,Dharmavaram,wholesaler,Net 45,low,wholesale order
8372,18,311,INV-18372,Borra Inc,39478.63,2025-08-04,2025-10-03,2025-09-20,0,paid,Hubli–Dharwad,corporate,Net 60,medium,retail order
8373,13,438,INV-18373,Dalal-Bose,78426.8,2025-05-15,2025-05-30,,315,overdue,Pune,corporate,Net 15,low,raw materials
8374,49,314,INV-18374,Mani-Walia,60287.21,2025-04-20,2025-06-04,,0,pending,Dindigul,corporate,Net 45,low,wholesale order
8375,22,451,INV-18375,"Dar, Prashad and Raval",998847.04,2026-04-03,2026-05-03,2026-04-10,0,paid,Bhimavaram,wholesaler,Net 30,low,wholesale order
8376,46,438,INV-18376,Dalal-Bose,187351.11,2025-05-18,2025-06-02,,312,overdue,Pune,corporate,Net 15,low,wholesale order
8377,15,342,INV-18377,"Bahri, Borra and Sidhu",919447.02,2025-09-16,2025-10-16,,176,overdue,Vasai-Virar,local shop,Net 30,medium,wholesale order
8378,1,110,INV-18378,Bir LLC,184314.06,2025-09-21,2025-11-20,2025-11-27,7,paid,Guntakal,wholesaler,Net 60,medium,retail order
8379,38,314,INV-18379,Mani-Walia,20499.04,2025-11-06,2025-12-21,,110,overdue,Dindigul,corporate,Net 45,low,raw materials
8380,38,15,INV-18380,Brar Inc,708151.95,2025-04-20,2025-06-04,2025-05-21,0,paid,Baranagar,wholesaler,Net 45,low,wholesale order
8381,35,352,INV-18381,D’Alia PLC,385842.78,2025-06-04,2025-08-03,,0,pending,Bettiah,distributor,Net 60,high,export order
8382,16,214,INV-18382,Joshi-Ray,964641.7,2025-05-29,2025-06-13,,301,overdue,Jamshedpur,distributor,Net 15,low,export order
8383,15,180,INV-18383,"Tiwari, Kata and Menon",787954.37,2026-01-12,2026-03-13,2026-01-23,0,paid,Singrauli,corporate,Net 60,low,raw materials
8384,42,176,INV-18384,Grover PLC,465470.16,2025-09-14,2025-10-14,,0,pending,Anand,retailer,Net 30,low,wholesale order
8385,1,386,INV-18385,Dugal PLC,283151.17,2025-05-04,2025-06-03,,311,overdue,Nagercoil,corporate,Net 30,low,export order
8386,5,360,INV-18386,"Seth, Mannan and Gaba",589845.71,2025-11-20,2025-12-20,,0,pending,Jaipur,corporate,Net 30,medium,export order
8387,6,173,INV-18387,Reddy-Vora,194798.35,2026-01-27,2026-02-11,,0,pending,Gangtok,distributor,Net 15,medium,wholesale order
8388,6,25,INV-18388,Krishnamurthy-Hora,663123.24,2025-12-05,2025-12-20,2025-12-12,0,paid,Amroha,wholesaler,Net 15,medium,export order
8389,5,10,INV-18389,Ganguly-Kumar,387308.18,2025-09-27,2025-10-12,2025-10-05,0,paid,Davanagere,wholesaler,Net 15,low,export order
8390,30,382,INV-18390,Kari-Sandal,172084.88,2026-01-22,2026-02-21,,48,overdue,Bhilwara,local shop,Net 30,medium,wholesale order
8391,48,194,INV-18391,"Saha, Bhatti and Rattan",268597.33,2026-03-26,2026-05-25,,0,pending,Avadi,local shop,Net 60,medium,retail order
8392,33,287,INV-18392,Chandra-Kakar,122346.78,2025-12-12,2026-01-26,,74,overdue,Madhyamgram,retailer,Net 45,medium,retail order
8393,47,231,INV-18393,Ghose-Sarin,415622.29,2026-02-14,2026-03-16,2026-03-18,2,paid,Bihar Sharif,retailer,Net 30,medium,raw materials
8394,25,183,INV-18394,"Hegde, Dua and Kumar",746904.94,2025-09-15,2025-09-30,,192,overdue,Bijapur,retailer,Net 15,high,wholesale order
8395,3,73,INV-18395,Vaidya-Nagar,983189.81,2026-03-26,2026-05-25,,24,overdue,Amroha,wholesaler,Net 60,medium,wholesale order
8396,24,176,INV-18396,Grover PLC,968185.68,2026-01-21,2026-02-05,2026-02-01,0,paid,Anand,retailer,Net 15,low,wholesale order
8397,41,379,INV-18397,"Mutti, Jayaraman and Majumdar",236596.91,2025-06-15,2025-08-14,,0,pending,Panchkula,retailer,Net 60,medium,raw materials
8398,19,268,INV-18398,Bhatti Group,498426.11,2025-08-02,2025-09-16,,0,pending,Jodhpur,distributor,Net 45,high,wholesale order
8399,26,415,INV-18399,Wagle Ltd,243424.01,2026-01-28,2026-03-14,,0,pending,Durg,corporate,Net 45,low,raw materials
8400,34,348,INV-18400,Loke LLC,10112.33,2026-03-26,2026-04-10,,0,pending,Raurkela Industrial Township,local shop,Net 15,medium,export order
8401,42,204,INV-18401,Thakur-Kibe,531087.75,2025-04-25,2025-06-24,,0,pending,Medininagar,corporate,Net 60,low,wholesale order
8402,10,450,INV-18402,Dewan Inc,424187.05,2025-12-05,2026-02-03,2026-04-21,77,paid,Ramagundam,wholesaler,Net 60,high,wholesale order
8403,44,245,INV-18403,"Dhaliwal, Mistry and Suri",573137.87,2025-07-13,2025-09-11,2025-12-05,85,paid,Jamalpur,local shop,Net 60,high,retail order
8404,50,475,INV-18404,Dixit-Kothari,73939.25,2025-08-04,2025-09-03,2025-08-20,0,paid,Khandwa,retailer,Net 30,low,export order
8405,45,98,INV-18405,"Bumb, Ramaswamy and Hayre",744215.54,2025-12-27,2026-01-26,,74,overdue,Rajkot,wholesaler,Net 30,medium,raw materials
8406,6,310,INV-18406,Bhagat Group,654751.48,2025-11-28,2026-01-12,,0,pending,Madurai,distributor,Net 45,medium,export order
8407,11,123,INV-18407,Menon-Banik,134966.44,2025-09-16,2025-10-31,2025-11-22,22,paid,Nellore,local shop,Net 45,medium,export order
8408,1,118,INV-18408,"Hegde, Mitra and Krishna",620697.83,2025-05-06,2025-06-20,,0,pending,Srikakulam,retailer,Net 45,low,raw materials
8409,45,449,INV-18409,Khalsa-Biswas,290353.3,2025-08-09,2025-08-24,,229,overdue,Vasai-Virar,distributor,Net 15,low,raw materials
8410,32,446,INV-18410,"Ben, Dara and Chandra",344653.25,2025-06-18,2025-07-03,,0,pending,Haridwar,corporate,Net 15,low,wholesale order
8411,34,351,INV-18411,"Vohra, Chaudhari and Chada",729368.02,2026-03-15,2026-05-14,,0,pending,Chittoor,local shop,Net 60,low,raw materials
8412,46,71,INV-18412,Pal PLC,603704.29,2025-05-07,2025-07-06,,0,pending,Bahraich,retailer,Net 60,low,export order
8413,48,397,INV-18413,Oak-Wagle,859638.8,2025-11-24,2025-12-24,,107,overdue,Warangal,corporate,Net 30,low,wholesale order
8414,1,300,INV-18414,Salvi-Mahal,783583.91,2025-12-24,2026-02-22,2026-04-06,43,paid,Begusarai,local shop,Net 60,medium,export order
8415,1,80,INV-18415,Raman Ltd,671264.76,2025-04-18,2025-06-17,,297,overdue,Guntur,corporate,Net 60,medium,export order
8416,39,269,INV-18416,"Parikh, Dave and Mann",83807.49,2026-03-11,2026-05-10,2026-04-15,0,paid,Shimla,local shop,Net 60,low,wholesale order
8417,1,421,INV-18417,Tella-Pandya,210422.16,2025-04-26,2025-06-10,2025-08-05,56,paid,Ghaziabad,corporate,Net 45,high,export order
8418,42,387,INV-18418,"Mane, Mitter and Prabhu",374756.61,2026-01-25,2026-03-11,,30,overdue,Shahjahanpur,distributor,Net 45,medium,export order
8419,21,55,INV-18419,Nori-Sarma,262000.18,2026-03-29,2026-05-13,,0,pending,Ludhiana,wholesaler,Net 45,medium,export order
8420,15,442,INV-18420,Bahl and Sons,92980.41,2025-09-15,2025-11-14,,147,overdue,Karnal,retailer,Net 60,high,wholesale order
8421,27,434,INV-18421,Mittal-Mukherjee,154320.3,2025-06-14,2025-08-13,,0,pending,Bidhannagar,wholesaler,Net 60,low,raw materials
8422,15,461,INV-18422,Sheth-Agate,592731.89,2025-07-16,2025-08-15,,238,overdue,Thanjavur,distributor,Net 30,high,export order
8423,14,350,INV-18423,Sandal and Sons,380199.13,2025-07-12,2025-07-27,,0,pending,Kulti,wholesaler,Net 15,low,export order
8424,8,222,INV-18424,"Zachariah, Lal and Dara",702761.7,2025-11-04,2025-12-04,2026-01-02,29,paid,Baranagar,local shop,Net 30,high,retail order
8425,47,87,INV-18425,"Madan, Ravel and Goel",104625.26,2025-05-22,2025-06-21,,293,overdue,Machilipatnam,distributor,Net 30,medium,wholesale order
8426,30,407,INV-18426,"Dugar, Rama and Tara",801299.07,2025-05-18,2025-07-17,2025-06-19,0,paid,Jaipur,wholesaler,Net 60,low,retail order
8427,33,180,INV-18427,"Tiwari, Kata and Menon",987251.21,2025-10-21,2025-12-05,,0,pending,Singrauli,corporate,Net 45,low,retail order
8428,11,478,INV-18428,"Dada, Palla and Bhalla",917482.54,2025-10-26,2025-11-10,,0,pending,Agra,distributor,Net 15,medium,wholesale order
8429,33,351,INV-18429,"Vohra, Chaudhari and Chada",689973.33,2025-10-06,2025-11-05,,156,overdue,Chittoor,local shop,Net 30,low,raw materials
8430,1,103,INV-18430,"Karan, Kadakia and Rai",563603.92,2025-12-25,2026-01-24,,76,overdue,Ozhukarai,local shop,Net 30,high,wholesale order
8431,31,341,INV-18431,Gole-Narang,705656.57,2025-09-19,2025-10-19,2025-11-21,33,paid,Kanpur,local shop,Net 30,high,export order
8432,34,69,INV-18432,Sampath and Sons,606171.64,2026-03-13,2026-05-12,,23,overdue,Panipat,local shop,Net 60,high,export order
8433,22,238,INV-18433,Balay PLC,990604.24,2025-06-22,2025-07-22,,262,overdue,Bangalore,corporate,Net 30,low,retail order
8434,21,7,INV-18434,Sarin-Dutt,153017.17,2025-04-10,2025-05-25,,320,overdue,Patiala,distributor,Net 45,medium,raw materials
8435,28,391,INV-18435,Kapadia-Trivedi,520059.46,2025-06-26,2025-07-11,2025-06-28,0,paid,Thoothukudi,retailer,Net 15,low,export order
8436,44,395,INV-18436,Oommen LLC,748366.31,2025-10-22,2025-11-21,2025-12-27,36,paid,Warangal,distributor,Net 30,high,export order
8437,10,427,INV-18437,Varughese-Patla,586797.78,2026-01-16,2026-01-31,2026-01-24,0,paid,Morbi,distributor,Net 15,low,raw materials
8438,11,147,INV-18438,"Dugal, Guha and Goswami",775479.62,2025-05-10,2025-07-09,,0,pending,Eluru,retailer,Net 60,high,raw materials
8439,6,465,INV-18439,Gade-Rama,224234.48,2025-06-19,2025-07-19,,265,overdue,Karimnagar,wholesaler,Net 30,high,raw materials
8440,27,237,INV-18440,Gupta-Hayre,84971.74,2025-06-30,2025-08-29,,0,pending,Gorakhpur,corporate,Net 60,low,retail order
8441,14,406,INV-18441,Dube-Bir,435477.83,2025-06-26,2025-08-25,,0,pending,Gudivada,local shop,Net 60,high,wholesale order
8442,40,466,INV-18442,Kunda Inc,376877.29,2025-11-25,2026-01-09,,0,pending,Kolkata,distributor,Net 45,high,wholesale order
8443,13,61,INV-18443,Sengupta and Sons,946085.11,2025-10-25,2025-11-24,2025-10-26,0,paid,Rajpur Sonarpur,retailer,Net 30,low,export order
8444,46,155,INV-18444,Keer-Rajagopal,418747.69,2026-02-02,2026-04-03,,0,pending,Secunderabad,corporate,Net 60,high,retail order
8445,50,392,INV-18445,"Sunder, Dhar and Issac",566754.97,2025-12-15,2026-02-13,,56,overdue,Orai,corporate,Net 60,low,wholesale order
8446,28,380,INV-18446,"Bali, Bail and Wason",625488.1,2025-11-16,2025-12-16,,0,pending,Avadi,local shop,Net 30,medium,retail order
8447,39,40,INV-18447,Edwin Group,308044.51,2025-07-05,2025-08-19,,234,overdue,Saharanpur,distributor,Net 45,high,raw materials
8448,22,260,INV-18448,Shanker and Sons,75281.89,2025-08-07,2025-09-21,2025-12-14,84,paid,Jalna,corporate,Net 45,high,retail order
8449,2,135,INV-18449,"Ramakrishnan, Kalla and Batta",352674.19,2025-08-19,2025-09-03,2025-08-30,0,paid,Dharmavaram,wholesaler,Net 15,low,wholesale order
8450,14,184,INV-18450,"Toor, Natarajan and Garde",809766.55,2025-12-09,2026-01-08,2026-01-21,13,paid,Hapur,corporate,Net 30,high,export order
8451,11,88,INV-18451,"Joshi, Chandran and Vora",35681.59,2025-08-17,2025-10-16,,176,overdue,Kakinada,distributor,Net 60,medium,wholesale order
8452,48,193,INV-18452,Minhas LLC,931814.95,2025-05-13,2025-07-12,2025-08-11,30,paid,Yamunanagar,retailer,Net 60,high,retail order
8453,18,203,INV-18453,"Yogi, Jaggi and Muni",43142.08,2025-07-03,2025-08-02,,0,pending,Darbhanga,retailer,Net 30,medium,wholesale order
8454,15,240,INV-18454,Palla LLC,673253.14,2025-08-27,2025-10-26,,166,overdue,Bareilly,wholesaler,Net 60,high,wholesale order
8455,32,369,INV-18455,Trivedi-Sachdev,523990.94,2025-10-07,2025-11-21,,0,pending,Delhi,local shop,Net 45,low,export order
8456,12,417,INV-18456,Puri Inc,979630.41,2025-10-26,2025-11-10,,151,overdue,Latur,wholesaler,Net 15,high,retail order
8457,50,242,INV-18457,Patla-Raj,517079.92,2026-02-09,2026-03-11,2026-03-03,0,paid,Mangalore,corporate,Net 30,medium,export order
8458,43,375,INV-18458,"Goswami, Taneja and Sarraf",60501.09,2026-03-27,2026-04-26,2026-06-03,38,paid,Chennai,local shop,Net 30,medium,raw materials
8459,32,437,INV-18459,Kapoor-Tank,408521.01,2026-02-19,2026-03-21,,0,pending,Bally,local shop,Net 30,low,export order
8460,45,373,INV-18460,Kara Inc,383897.14,2025-12-19,2026-02-17,2026-03-03,14,paid,Sonipat,wholesaler,Net 60,high,raw materials
8461,32,382,INV-18461,Kari-Sandal,516302.0,2025-04-28,2025-06-27,2025-07-16,19,paid,Bhilwara,local shop,Net 60,medium,export order
8462,41,450,INV-18462,Dewan Inc,793016.33,2025-11-08,2025-12-23,,108,overdue,Ramagundam,wholesaler,Net 45,high,wholesale order
8463,37,115,INV-18463,"Gaba, Nayak and Chaudhari",925643.27,2025-05-22,2025-06-21,,0,pending,Shivpuri,distributor,Net 30,medium,export order
8464,14,406,INV-18464,Dube-Bir,208656.62,2025-10-07,2025-12-06,2026-01-03,28,paid,Gudivada,local shop,Net 60,high,retail order
8465,44,476,INV-18465,Sibal-Ahluwalia,60878.48,2026-01-16,2026-03-02,,39,overdue,Rourkela,corporate,Net 45,medium,raw materials
8466,14,212,INV-18466,Morar-Chandran,446305.0,2025-09-11,2025-09-26,,0,pending,Tirupati,wholesaler,Net 15,high,retail order
8467,13,194,INV-18467,"Saha, Bhatti and Rattan",270179.31,2025-12-25,2026-01-24,,0,pending,Avadi,local shop,Net 30,medium,raw materials
8468,15,164,INV-18468,Tak-Bajwa,940686.19,2026-02-13,2026-04-14,2026-04-11,0,paid,Sambhal,local shop,Net 60,medium,raw materials
8469,18,140,INV-18469,Ben PLC,91060.56,2026-01-25,2026-03-26,,0,pending,Silchar,corporate,Net 60,medium,raw materials
8470,4,305,INV-18470,"Badami, Rai and Bandi",443035.64,2026-01-26,2026-02-25,,0,pending,Sangli-Miraj & Kupwad,corporate,Net 30,low,raw materials
8471,33,174,INV-18471,Chana LLC,529744.97,2025-11-13,2026-01-12,,88,overdue,Machilipatnam,corporate,Net 60,low,wholesale order
8472,8,154,INV-18472,Bhakta-Kala,521262.98,2025-05-14,2025-06-28,,286,overdue,Jalandhar,retailer,Net 45,high,export order
8473,14,428,INV-18473,"Mitra, Uppal and Gokhale",548695.61,2026-03-13,2026-03-28,2026-03-20,0,paid,Nagpur,retailer,Net 15,low,raw materials
8474,42,377,INV-18474,Nagar Group,63861.13,2025-06-10,2025-07-25,,0,pending,Sonipat,retailer,Net 45,medium,retail order
8475,48,385,INV-18475,Mani-Dutt,313841.06,2025-05-28,2025-06-12,,0,pending,Patiala,distributor,Net 15,medium,raw materials
8476,43,76,INV-18476,"Chawla, Khurana and Sarkar",382465.57,2025-11-02,2025-12-17,2025-12-04,0,paid,Chandrapur,wholesaler,Net 45,medium,retail order
8477,10,424,INV-18477,Chacko-Chandra,364976.09,2026-03-02,2026-03-17,,24,overdue,Kanpur,corporate,Net 15,medium,raw materials
8478,43,333,INV-18478,"Chhabra, Bumb and Sandal",250509.55,2025-11-13,2025-11-28,2025-11-17,0,paid,Thoothukudi,corporate,Net 15,medium,wholesale order
8479,17,412,INV-18479,"Desai, Pall and Savant",530513.97,2025-10-15,2025-12-14,,117,overdue,Panchkula,corporate,Net 60,low,wholesale order
8480,45,462,INV-18480,"Bumb, Goswami and Pradhan",450665.66,2025-08-03,2025-10-02,2025-10-20,18,paid,New Delhi,distributor,Net 60,high,export order
8481,15,369,INV-18481,Trivedi-Sachdev,209282.4,2025-05-13,2025-07-12,2025-05-26,0,paid,Delhi,local shop,Net 60,low,wholesale order
8482,3,118,INV-18482,"Hegde, Mitra and Krishna",381520.53,2025-04-16,2025-05-31,,314,overdue,Srikakulam,retailer,Net 45,low,export order
8483,9,222,INV-18483,"Zachariah, Lal and Dara",38757.75,2026-03-31,2026-05-15,,9,overdue,Baranagar,local shop,Net 45,high,export order
8484,30,362,INV-18484,Nagarajan PLC,242263.31,2025-12-28,2026-02-26,,0,pending,Berhampore,local shop,Net 60,medium,wholesale order
8485,43,322,INV-18485,Pai-Grewal,521663.07,2026-02-09,2026-02-24,2026-02-20,0,paid,Nashik,local shop,Net 15,low,retail order
8486,20,171,INV-18486,"Kara, Varughese and Babu",217663.4,2025-12-02,2026-01-31,2026-03-15,43,paid,Jodhpur,distributor,Net 60,medium,retail order
8487,47,26,INV-18487,Sangha Inc,417541.47,2025-05-19,2025-07-03,,0,pending,Jodhpur,corporate,Net 45,high,raw materials
8488,33,56,INV-18488,Varty-Murty,684024.86,2026-02-20,2026-04-21,2026-03-29,0,paid,Korba,distributor,Net 60,medium,retail order
8489,1,258,INV-18489,"Thakkar, Gill and Kurian",319267.24,2025-11-28,2025-12-28,2026-03-09,71,paid,Ozhukarai,retailer,Net 30,high,retail order
8490,41,147,INV-18490,"Dugal, Guha and Goswami",505030.97,2025-08-22,2025-09-06,,0,pending,Eluru,retailer,Net 15,high,raw materials
8491,24,287,INV-18491,Chandra-Kakar,865365.69,2026-02-06,2026-03-23,2026-02-14,0,paid,Madhyamgram,retailer,Net 45,medium,export order
8492,11,455,INV-18492,Pandit-Keer,509498.01,2026-03-19,2026-04-03,,7,overdue,Ujjain,wholesaler,Net 15,medium,raw materials
8493,30,395,INV-18493,Oommen LLC,25329.52,2026-04-08,2026-06-07,,12,overdue,Warangal,distributor,Net 60,high,raw materials
8494,3,420,INV-18494,"Hegde, Yohannan and Kalla",629496.82,2025-06-14,2025-07-14,,270,overdue,Panvel,local shop,Net 30,medium,raw materials
8495,8,495,INV-18495,Lad-Talwar,632761.8,2026-01-12,2026-03-13,2026-02-26,0,paid,Sirsa,retailer,Net 60,medium,wholesale order
8496,5,25,INV-18496,Krishnamurthy-Hora,831750.05,2025-08-01,2025-08-31,2025-09-14,14,paid,Amroha,wholesaler,Net 30,medium,raw materials
8497,47,88,INV-18497,"Joshi, Chandran and Vora",288103.22,2026-01-02,2026-02-01,2026-02-06,5,paid,Kakinada,distributor,Net 30,medium,wholesale order
8498,26,335,INV-18498,Ramachandran and Sons,756224.76,2026-02-02,2026-04-03,2026-03-04,0,paid,Nangloi Jat,wholesaler,Net 60,low,export order
8499,25,371,INV-18499,Pandya-Swamy,472550.69,2025-11-30,2025-12-30,2026-01-06,7,paid,Jamshedpur,wholesaler,Net 30,high,raw materials
8500,50,204,INV-18500,Thakur-Kibe,850133.56,2026-01-28,2026-03-14,2026-03-03,0,paid,Medininagar,corporate,Net 45,low,raw materials
8501,19,194,INV-18501,"Saha, Bhatti and Rattan",776393.44,2026-02-14,2026-03-16,2026-03-07,0,paid,Avadi,local shop,Net 30,medium,retail order
8502,29,369,INV-18502,Trivedi-Sachdev,898585.5,2025-08-19,2025-09-18,,204,overdue,Delhi,local shop,Net 30,low,raw materials
8503,23,414,INV-18503,"Bhatt, Toor and Kala",690421.72,2026-03-17,2026-04-01,2026-06-09,69,paid,Bongaigaon,retailer,Net 15,high,wholesale order
8504,35,134,INV-18504,Goyal-Bawa,809125.11,2025-12-09,2025-12-24,2025-12-12,0,paid,Khammam,wholesaler,Net 15,low,raw materials
8505,21,235,INV-18505,"Gaba, Mahajan and Raj",746973.52,2026-01-21,2026-03-07,,0,pending,Ozhukarai,corporate,Net 45,low,export order
8506,49,446,INV-18506,"Ben, Dara and Chandra",248271.17,2025-09-10,2025-10-25,,0,pending,Haridwar,corporate,Net 45,low,export order
8507,1,362,INV-18507,Nagarajan PLC,738955.15,2025-08-26,2025-10-10,,0,pending,Berhampore,local shop,Net 45,medium,export order
8508,17,409,INV-18508,Yadav Ltd,449007.15,2026-03-07,2026-04-06,,4,overdue,Mehsana,distributor,Net 30,medium,raw materials
8509,33,223,INV-18509,Padmanabhan PLC,786453.17,2025-04-09,2025-05-09,,0,pending,Satara,wholesaler,Net 30,low,retail order
8510,46,183,INV-18510,"Hegde, Dua and Kumar",831058.62,2025-06-02,2025-07-02,,282,overdue,Bijapur,retailer,Net 30,high,raw materials
8511,17,131,INV-18511,Balakrishnan-Halder,470031.52,2026-01-09,2026-02-23,2026-01-11,0,paid,Mysore,wholesaler,Net 45,medium,retail order
8512,23,34,INV-18512,Bahri Group,210249.18,2025-09-15,2025-11-14,,147,overdue,Ambala,corporate,Net 60,low,wholesale order
8513,31,380,INV-18513,"Bali, Bail and Wason",544619.83,2025-08-13,2025-08-28,,225,overdue,Avadi,local shop,Net 15,medium,retail order
8514,46,285,INV-18514,Sehgal-Shukla,520311.67,2025-12-23,2026-01-22,2026-04-07,75,paid,Coimbatore,corporate,Net 30,high,wholesale order
8515,12,2,INV-18515,Peri Ltd,931492.4,2025-06-07,2025-08-06,,247,overdue,Mango,retailer,Net 60,high,retail order
8516,7,211,INV-18516,Shanker-Din,425280.54,2025-05-13,2025-06-27,,0,pending,Raipur,retailer,Net 45,high,retail order
8517,16,482,INV-18517,"Sood, Jhaveri and Sankaran",581877.23,2025-06-25,2025-08-09,2025-09-21,43,paid,Karawal Nagar,local shop,Net 45,medium,raw materials
